  1.1705740635E-01  1.1705740635E-01  1.1705740635E-01  1.1705740635E-01  1.1705740635E-01  1.1705740635E-01  1.1705740635E-01  1.1705740635E-01  1.1705740635E-01  1.1705740635E-01
  1.8733879114E-01  1.8733879114E-01  1.8733879114E-01  1.8733879114E-01  1.8733879114E-01  1.8733879114E-01  1.8733879114E-01  1.8733879114E-01  1.8733879114E-01  1.8733879114E-01
  2.9983757073E-01  2.9983757073E-01  2.9983757073E-01  2.9983757073E-01  2.9983757073E-01  2.9983757073E-01  2.9983757073E-01  2.9983757073E-01  2.9983757073E-01  2.9983757073E-01
  4.7987004398E-01  4.7987004398E-01  4.7987004398E-01  4.7987004398E-01  4.7987004398E-01  4.7987004398E-01  4.7987004398E-01  4.7987004398E-01  4.7987004398E-01  4.7987004398E-01
  7.6788692806E-01  7.6788692806E-01  7.6788692806E-01  7.6788692806E-01  7.6788692806E-01  7.6788692806E-01  7.6788692806E-01  7.6788692806E-01  7.6788692806E-01  7.6788692806E-01
  1.2284793008E+00  1.2284793008E+00  1.2284793008E+00  1.2284793008E+00  1.2284793008E+00  1.2284793008E+00  1.2284793008E+00  1.2284793008E+00  1.2284793008E+00  1.2284793008E+00
  1.9647335292E+00  1.9647335292E+00  1.9647335292E+00  1.9647335292E+00  1.9647335292E+00  1.9647335292E+00  1.9647335292E+00  1.9647335292E+00  1.9647335292E+00  1.9647335292E+00
  3.1410897011E+00  3.1410897011E+00  3.1410897011E+00  3.1410897011E+00  3.1410897011E+00  3.1410897011E+00  3.1410897011E+00  3.1410897011E+00  3.1410897011E+00  3.1410897011E+00
  5.0197113171E+00  5.0197113171E+00  5.0197113171E+00  5.0197113171E+00  5.0197113171E+00  5.0197113171E+00  5.0197113171E+00  5.0197113171E+00  5.0197113171E+00  5.0197113171E+00
  8.0183501404E+00  8.0183501404E+00  8.0183501404E+00  8.0183501404E+00  8.0183501404E+00  8.0183501404E+00  8.0183501404E+00  8.0183501404E+00  8.0183501404E+00  8.0183501404E+00
  1.2802388255E+01  1.2802388255E+01  1.2802388255E+01  1.2802388255E+01  1.2802388255E+01  1.2802388255E+01  1.2802388255E+01  1.2802388255E+01  1.2802388255E+01  1.2802388255E+01
  2.0431167832E+01  2.0431167832E+01  2.0431167832E+01  2.0431167832E+01  2.0431167832E+01  2.0431167832E+01  2.0431167832E+01  2.0431167832E+01  2.0431167832E+01  2.0431167832E+01
  3.2590407125E+01  3.2590407125E+01  3.2590407125E+01  3.2590407125E+01  3.2590407125E+01  3.2590407125E+01  3.2590407125E+01  3.2590407125E+01  3.2590407125E+01  3.2590407125E+01
