           1.000000000000000E+07           4.000000000000000E+00           9.146239713160720E-03           2.384256055840700E-04           3.224827435054824E-06           2.920644264636230E-05           5.356306416079866E-08           9.737965698496253E-05           6.156668055475183E-01           3.839649043567011E-01
           1.000000000000000E+07           4.100000000000000E+00           9.195329251734873E-03           4.670861434929735E-04           2.274195484285596E-06           1.765010315466357E-05           4.353058375241771E-08           6.440871499244029E-05           3.816641611279417E-01           6.177843761843728E-01
           1.000000000000000E+07           4.200000000000000E+00           9.238168731211121E-03           9.069506387758275E-04           1.051370630424030E-06           7.327483104908196E-06           2.440661882796592E-08           3.089775995331778E-05           1.755373080464976E-01           8.235164402944695E-01
           1.000000000000000E+07           4.300000000000000E+00           9.261182512470554E-03           1.756146092353266E-03           3.061665202738783E-07           2.056512448665843E-06           9.345387159764882E-09           1.072807183825943E-05           5.988709559579626E-02           9.383436582143554E-01
           1.000000000000000E+07           4.400000000000000E+00           9.267486151152202E-03           3.371772101999179E-03           6.593666690104573E-08           4.476502892929813E-07           2.785726494605138E-09           3.064538188009436E-06           1.711099351252132E-02           9.795136534740186E-01
           1.000000000000000E+07           4.500000000000000E+00           9.265127623030570E-03           6.207018415612494E-03           1.804455767661159E-08           1.143409539314760E-07           9.441962060134564E-10           1.002197642129783E-06           5.513409999632603E-03           9.882784360569828E-01
           1.000000000000000E+07           4.600000000000000E+00           9.259039541805065E-03           9.990540833428044E-03           1.738018548175907E-08           8.969742006217483E-08           8.682305246598668E-10           8.108857747038439E-07           3.944654170013311E-03           9.860638861646995E-01
           1.000000000000000E+07           4.700000000000000E+00           9.251103530724964E-03           1.452841602749482E-02           3.172814081172258E-08           1.529002169577764E-07           1.607231117882081E-09           1.270397605151632E-06           5.061721752516653E-03           9.804084055907288E-01
           1.000000000000000E+07           4.800000000000000E+00           9.240318967849881E-03           2.067852859177222E-02           5.887789925165139E-08           2.699388730223746E-07           3.055691993954360E-09           2.053346453810175E-06           6.712466409421074E-03           9.726066197796878E-01
           1.000000000000000E+07           4.900000000000000E+00           9.225722211948376E-03           2.902239482049675E-02           1.065221135533046E-07           4.654700156966333E-07           5.655361998234360E-09           3.251151042522242E-06           8.787514053821315E-03           9.621862623049136E-01
           1.000000000000000E+07           5.000000000000000E+00           9.206216137552195E-03           4.019780498831712E-02           1.881010037219063E-07           7.846521243717321E-07           1.019945776417691E-08           5.045586567834895E-06           1.135702575888693E-02           9.484391407270955E-01
           1.000000000000000E+07           5.100000000000000E+00           9.180465216722146E-03           5.498321329365823E-02           3.245434801480729E-07           1.294218961978739E-06           1.794250247632470E-08           7.679046451262442E-06           1.448964436195894E-02           9.305178265692639E-01
           1.000000000000000E+07           5.200000000000000E+00           9.146865146450623E-03           7.431661570853181E-02           5.476025164498036E-07           2.090166806642359E-06           3.081039316065837E-08           1.146426032901773E-05           1.824460496656270E-02           9.074246464832648E-01
           1.000000000000000E+07           5.300000000000000E+00           9.103515756804471E-03           9.931294337101274E-02           9.041879572599140E-07           3.306704574189496E-06           5.166807011748129E-08           1.678922244008860E-05           2.266019740681917E-02           8.780058074125552E-01
           1.000000000000000E+07           5.400000000000000E+00           9.048201317428133E-03           1.312777966513890E-01           1.461650018686965E-06           5.125476360440208E-06           8.462975673580039E-08           2.411097770672661E-05           2.773665436194005E-02           8.409547661572231E-01
           1.000000000000000E+07           5.500000000000000E+00           8.978386899804340E-03           1.717125309831283E-01           2.313607956250397E-06           7.782849529867754E-06           1.353607292418346E-07           3.392838805043177E-05           3.341252515507689E-02           7.948307834238203E-01
           1.000000000000000E+07           5.600000000000000E+00           8.891244121890447E-03           2.223032907652129E-01           3.585251217227700E-06           1.157082104056325E-05           2.112492506190130E-07           4.671735706215913E-05           3.953103249813182E-02           7.381035923371621E-01
           1.000000000000000E+07           5.700000000000000E+00           8.783734696991508E-03           2.848775643330681E-01           5.435684648949157E-06           1.682305451066342E-05           3.211933312962089E-07           6.280242538653336E-05           4.579369963817414E-02           6.692433535112295E-01
           1.000000000000000E+07           5.800000000000000E+00           8.652810027530525E-03           3.612946984341382E-01           8.052241946381621E-06           2.386987917492714E-05           4.744911939637812E-07           8.212152402231002E-05           5.169596435176520E-02           5.868948221790820E-01
           1.000000000000000E+07           5.900000000000000E+00           8.495858907649159E-03           4.531934003008091E-01           1.162593993536339E-05           3.293005207068148E-05           6.778098586091131E-07           1.038090057225744E-04           5.643631627705209E-02           4.902212392965182E-01
           1.000000000000000E+07           6.000000000000000E+00           8.311741812041808E-03           5.613988217040465E-01           1.628293097412878E-05           4.386951299123254E-05           9.280874116685992E-07           1.254597299404729E-04           5.878691166893961E-02           3.796277237633662E-01
           1.000000000000000E+07           6.100000000000000E+00           8.103369889066058E-03           6.844249490229622E-01           2.190655906670540E-05           5.565993912463396E-05           1.196641999119012E-06           1.418214051630261E-04           5.691810446550311E-02           2.584363618366847E-01
           1.000000000000000E+07           6.200000000000000E+00           7.884818189366484E-03           8.142937700910047E-01           2.766727687547377E-05           6.514117703051726E-05           1.395056791572291E-06           1.427083503078747E-04           4.831758361615952E-02           1.371517317612100E-01
           1.000000000000000E+07           6.300000000000001E+00           7.699186201617594E-03           9.258149868604103E-01           3.099390222220607E-05           6.508210333606076E-05           1.333915863220314E-06           1.136725445852986E-04           3.135979383581253E-02           4.261413691762311E-02
           1.000000000000000E+07           6.400000000000000E+00           7.609419440462285E-03           9.809873222742381E-01           2.875197038643240E-05           5.063427109405284E-05           9.334080029239309E-07           6.260456898890380E-05           1.331703972627238E-02           5.552714077805875E-03
