200     7     
4     12     16     20     14     28     56     
2     6     8     10     12     14     28     
0.000000000000000000e+00     2.010670757911019260e+06     5.817416076789577034e-03     3.675850286237040961e-08     1.897773507045167604e-07     3.206850366694272914e-09     2.140676965589862181e-06     6.802987909677119145e-03     9.873772255938637610e-01
7.055677870129132656e+27     6.032012273733058013e+06     5.792242363502116825e-03     3.649036766402238568e-08     1.885451808901343409e-07     3.183678796192543414e-09     2.130119389328003846e-06     6.785974484002537006e-03     9.874194248138786767e-01
6.336489859464063946e+28     1.005335378955509700e+07     5.797027132126168249e-03     3.649521433012171323e-08     1.885568815655266334e-07     3.182733626332108354e-09     2.129630144757687897e-06     6.784711352738007767e-03     9.874159036501616304e-01
1.987305037075455176e+29     1.407469530537713505e+07     5.804644449305222664e-03     3.659794515124356292e-08     1.890346274214024334e-07     3.192346292599685831e-09     2.134041613898651868e-06     6.792079432986746629e-03     9.874009132511754050e-01
5.009149965165424822e+29     1.809603682119917125e+07     5.793078278209154615e-03     3.654327228451883590e-08     1.887986236760150936e-07     3.189601778933975014e-09     2.132879997918646738e-06     6.790902648551750201e-03     9.874136576617433825e-01
9.346613484319781770e+29     2.211737833702121675e+07     5.785896604158505784e-03     3.654098538940290455e-08     1.888046728797086232e-07     3.191549968712548670e-09     2.133864338973204895e-06     6.793254190469117347e-03     9.874184868038249352e-01
1.575331128780073610e+30     2.613871985284325108e+07     5.773139828294400130e-03     3.646972709186318217e-08     1.884927354844909451e-07     3.187469633422991829e-09     2.132095160031370824e-06     6.791132639614198482e-03     9.874333672869990419e-01
2.535380513120264893e+30     3.016006136866528541e+07     5.751466433865926042e-03     3.630634704150828288e-08     1.877563377674533900e-07     3.175166579192392934e-09     2.126565292445187796e-06     6.782830701437448165e-03     9.874633490615528641e-01
3.822809898987488606e+30     3.418140288448733091e+07     5.732310026023907865e-03     3.619304731552947766e-08     1.872572606785038151e-07     3.168295968298922040e-09     2.123563067477511277e-06     6.778983910657226421e-03     9.874863558816472375e-01
5.348647138434900634e+30     3.820274440030936152e+07     5.713772200366536505e-03     3.612516817320396538e-08     1.869751642543234467e-07     3.166145505364255605e-09     2.122754290943283231e-06     6.779003104571519438e-03     9.875048756742927925e-01
7.335799682492220679e+30     4.222408591613140702e+07     5.693599927987850334e-03     3.606037514665465953e-08     1.867128771328891094e-07     3.165106238727792747e-09     2.122491062055730516e-06     6.780174321333975844e-03     9.875238773212576815e-01
9.690500533830037884e+30     4.624542743195343763e+07     5.669969122584851522e-03     3.594685193822350159e-08     1.862225077408338334e-07     3.159426662048503820e-09     2.120104596029155703e-06     6.777827773393647892e-03     9.875498576706389642e-01
1.237169218703773091e+31     5.026676894777548313e+07     5.638004744983060763e-03     3.578380471139389045e-08     1.855157863570182691e-07     3.150688224273780356e-09     2.116353668217160864e-06     6.773626341116448929e-03     9.875860281099529958e-01
1.581580126010085646e+31     5.428811046359751374e+07     5.603896050068484652e-03     3.561392185242676218e-08     1.847789438815269030e-07     3.141687204579436554e-09     2.112528695296417177e-06     6.769571615869060012e-03     9.876241962708143252e-01
1.981247372527190309e+31     5.830945197941955924e+07     5.564144069199837735e-03     3.539565906520786722e-08     1.838156538610707398e-07     3.128563898066578437e-09     2.106817223547521885e-06     6.762784453373363140e-03     9.876707423203264780e-01
2.463262893463563310e+31     6.233079349524158984e+07     5.533876223003669423e-03     3.520789576136994729e-08     1.829995584656629229e-07     3.116287292639768175e-09     2.101437210696567702e-06     6.755755179240246350e-03     9.877080458368040494e-01
3.088860432148979373e+31     6.635213501106363535e+07     5.481174761162325992e-03     3.630873699887926618e-08     1.911451671888925086e-07     3.203924568256902276e-09     2.143495146585062033e-06     6.817503943529547826e-03     9.876989471423326394e-01
3.805416699546594758e+31     7.037347652688567340e+07     4.862007515045099239e-03     5.617197624659374456e-08     2.903815571281033772e-07     5.041308566271767810e-09     2.577057652065870340e-06     7.935815070321435016e-03     9.871992487621394918e-01
