300     7     
4     12     16     20     14     28     56     
2     6     8     10     12     14     28     
0.000000000000000000e+00     8.663475543557729106e+05     8.983093575075627724e-02     1.824592133891728696e-01     3.898715718682809195e-01     2.282851256553145695e-07     2.070089360789676147e-01     1.881270319734788116e-02     1.120164114303488223e-01
7.676897941569771775e+26     2.599042663067318965e+06     1.039811717585129441e-01     1.580376646715866140e-01     2.441964857188854421e-01     2.456827771051030530e-07     8.499653545478758065e-02     7.286341472661807261e-02     3.359244819868322796e-01
2.984991564646186685e+27     4.331737771778864786e+06     6.840545608911843822e-02     5.229009103807943926e-02     1.074650922263253733e-01     1.395640026978877289e-07     5.234183092416543753e-02     8.629664404408202150e-02     6.332007461142266092e-01
1.117319875974166140e+28     6.064432880490411073e+06     4.144049873997807110e-02     1.801030775585843804e-02     3.319871648550160731e-02     7.158128914731319120e-08     1.427665855003542802e-02     3.218376432153365052e-02     8.608899825658037352e-01
2.667472140367577863e+28     7.797127989201957360e+06     2.610950355918015275e-02     8.027998493822666518e-03     1.401016067109486438e-02     3.516878990671094244e-08     6.559273511879824999e-03     2.039911474220780507e-02     9.248939138530248849e-01
5.289117902196010067e+28     9.529823097913501784e+06     2.000945889279964057e-02     1.077772595084703494e-02     1.535148330605559316e-02     2.244768395584820456e-08     4.892360725345185936e-03     1.643531130892863026e-02     9.325336373683397184e-01
9.578745902155022680e+28     1.126251820662504807e+07     1.879028203815156367e-02     1.059190157063228527e-02     1.398324990342213713e-02     2.193699717571666945e-08     3.876251000142829587e-03     1.573378484835339861e-02     9.370245087023006958e-01
1.568985200594739115e+29     1.299521331533659250e+07     1.838347187576018851e-02     6.324504937870561484e-03     8.141541298972921475e-03     2.102531636849854321e-08     2.037940745945910747e-03     1.374100899605920287e-02     9.513715111200746755e-01
2.345392403526036401e+29     1.472790842404813878e+07     1.628005613599003629e-02     6.551298507922174476e-03     7.841642131605361388e-03     1.677182110669651720e-08     1.252713956080250693e-03     1.284767375947608488e-02     9.552265987371049150e-01
3.496420294309408827e+29     1.646060353275968693e+07     1.485851171279318171e-02     4.532048995032231416e-03     4.789493933767516136e-03     1.356528779918503863e-08     2.110639761085988649e-04     1.110111836325997602e-02     9.645077494537505070e-01
4.780106057012762924e+29     1.819329864147122949e+07     1.510069696930311546e-02     2.297527261928567106e-03     2.445635043055728510e-03     1.385365040281521383e-08     9.330994693801808058e-05     1.127443575199514256e-02     9.687883811731293759e-01
6.358242386944013691e+29     1.992599375018277764e+07     1.532861392887796548e-02     2.833178719474018555e-03     2.975808433032960110e-03     1.453189350544388885e-08     9.444907082215837598e-05     1.142694259154804909e-02     9.673409927243511452e-01
8.564615796091472164e+29     2.165868885889432579e+07     1.510894334598667475e-02     2.973565963278329994e-03     3.120695638837084947e-03     1.361045704303221604e-08     1.749307045032130173e-04     1.148395317319265800e-02     9.671378975637447972e-01
1.086056133277745259e+30     2.339138396760587022e+07     1.516881603551003925e-02     1.368585476418160201e-03     1.474193323963328330e-03     1.332158322248962928e-08     1.510679998235525451e-04     1.156797068057234187e-02     9.702693531621295886e-01
1.345922702017802355e+30     2.512407907631741464e+07     1.505645910035667209e-02     2.019281362228975488e-03     2.181204609753400504e-03     1.290462339891144634e-08     2.850793437235360018e-04     1.173135567995763073e-02     9.687266069993563100e-01
1.699561639800663477e+30     2.685677418502896279e+07     1.508252817751953856e-02     2.153789916544029178e-03     2.222656954232812929e-03     1.299319921639294122e-08     2.600034986558975229e-04     1.179899433373297890e-02     9.684820141261155646e-01
2.062317245064561639e+30     2.858946929374050722e+07     1.522080280538260985e-02     1.198536034319950139e-03     1.211590314589272403e-03     1.307666859872375343e-08     1.160540043494110059e-04     1.179391507070068866e-02     9.704590886939894467e-01
2.450721156973201609e+30     3.032216440245205536e+07     1.519064401822592218e-02     1.891864766684887497e-03     1.888077781388806465e-03     1.312616141359649152e-08     1.719816995280429458e-04     1.181122458832570103e-02     9.690461940196852808e-01
2.931847989211160112e+30     3.205485951116360351e+07     1.505948218359352136e-02     1.735468991635459720e-03     1.821677091364082377e-03     1.294198107901462302e-08     2.186186987270584306e-04     1.171911595627684460e-02     9.694456241364218796e-01
3.465076000856506242e+30     3.378755461987514794e+07     1.538254612790570380e-02     9.816103868006496175e-04     1.120766219855745191e-03     1.370249839741773330e-08     1.665395279749279367e-04     1.182472936302472223e-02     9.705237946719398323e-01
4.010323513513566150e+30     3.552024972858668864e+07     1.524136092004170669e-02     1.447460314130530855e-03     1.720871898970499072e-03     1.329054944346515985e-08     3.391512489373007242e-04     1.178419144034121603e-02     9.694669508870293884e-01
4.667919821986920569e+30     3.725294483729823679e+07     1.512318108722300949e-02     1.347750895811553615e-03     1.611887663806314385e-03     1.306820083852317865e-08     3.968485560894104603e-04     1.176855174923446823e-02     9.697517669796342776e-01
5.347494568329093935e+30     3.898563994600977749e+07     1.526103517316297273e-02     6.471554472489977720e-04     7.809795703241042457e-04     1.312612894218988320e-08     1.706072117868185527e-04     1.181158694072610184e-02     9.713286225306219102e-01
