Time, Max density, Central density
   5.6626515845401560E-006    9999968585.612719         9999516352.621719     
   1.1325303152921483E-005    9999970929.225994         9999522195.598429     
   1.6987954578051521E-005    9999974309.481276         9999531126.706461     
   2.2650605764187602E-005    9999978316.607531         9999542547.508039     
   2.8313256596646669E-005    9999982433.294710         9999556220.715496     
   3.3975907070792730E-005    9999995351.034452         9999572195.838324     
   3.9638557036355351E-005    10000010122.69848         9999590510.857367     
   4.5301206210154189E-005    10000026606.54585         9999611035.675751     
   5.0963854257366329E-005    10000044707.08291         9999633636.612247     
   5.6626500820544273E-005    10000066275.90163         9999658421.749687     
   6.2289145551760517E-005    10000093079.59343         9999685242.265331     
   6.7951788107349347E-005    10000121993.99693         9999713948.556816     
   7.3614428232053933E-005    10000152925.53113         9999744664.113714     
   7.9277065615761258E-005    10000185827.78870         9999777705.957924     
   8.4939699774372950E-005    10000220627.02092         9999813122.202353     
   9.0602329918873211E-005    10000257217.99506         9999850401.514069     
   9.6264954789965148E-005    10000300410.59397         9999889136.780684     
   1.0192757374040142E-004    10000346221.34077         9999929547.185173     
   1.0759018784125627E-004    10000394385.40873         9999971945.383352     
   1.1325279763164344E-004    10000444904.50552         10000017975.19726     
   1.1891540240448439E-004    10000497404.45433         10000068314.18032     
   1.2457800179214293E-004    10000551767.92079         10000122774.58501     
   1.3024059555378782E-004    10000607841.38788         10000182600.26624     
   1.3590318343035146E-004    10000668003.27547         10000249402.51733     
   1.4156576517743467E-004    10000732850.58984         10000322391.37356     
   1.4722834055660785E-004    10000800034.25161         10000399184.68000     
   1.5289090932294461E-004    10000869497.44229         10000478466.18407     
   1.5855347124503792E-004    10000941088.64124         10000559248.00337     
   1.6421602608659086E-004    10001014712.12785         10000642687.29294     
   1.6987857359453210E-004    10001090246.96390         10000729858.18880     
   1.7554111352031482E-004    10001167560.14982         10000818979.40927     
   1.8120364558989966E-004    10001251026.46340         10000906767.40188     
   1.8686616954520784E-004    10001337256.46484         10000993640.68361     
   1.9252868512262654E-004    10001425756.37354         10001081091.16884     
   1.9819119203366210E-004    10001516433.61883         10001171275.06255     
   2.0385368998482000E-004    10001609198.57146         10001264436.54346     
   2.0951617869487474E-004    10001703927.28462         10001360467.79485     
   2.1517865788461902E-004    10001800471.97188         10001459569.61311     
   2.2084112725852473E-004    10001900298.00322         10001561750.57189     
   2.2650358649786134E-004    10002005269.75516         10001667172.62939     
   2.3216603529985867E-004    10002112538.69489         10001775836.34433     
   2.3782847343679835E-004    10002221990.61742         10001887440.59118     
   2.4349090071562227E-004    10002333557.69191         10002001852.05894     
   2.4915331688346056E-004    10002447149.40258         10002119033.23912     
   2.5481572169144790E-004    10002562627.83039         10002238898.82257     
   2.6047811495993303E-004    10002679827.53779         10002361443.69120     
   2.6614049651484090E-004    10002802907.27254         10002486744.04221     
   2.7180286613589204E-004    10002928794.07743         10002614917.31501     
   2.7746522358626388E-004    10003056897.78045         10002746045.45607     
   2.8312756862929636E-004    10003187126.07963         10002880121.04760     
   2.8878990100293509E-004    10003319394.70925         10003017075.47327     
   2.9445222043864884E-004    10003453588.34081         10003156922.49492     
   3.0011452667757772E-004    10003589558.95262         10003299765.40492     
   3.0577681945224733E-004    10003730377.33421         10003445576.14922     
   3.1143909848993902E-004    10003874830.56619         10003594081.64683     
   3.1710136351355419E-004    10004021534.36246         10003745110.51772     
   3.2276361426164708E-004    10004170387.01937         10003898644.64424     
   3.2842585047904567E-004    10004321290.33621         10004054617.64555     
   3.3408807189673614E-004    10004474112.02148         10004212856.45342     
   3.3975027826880301E-004    10004628699.51346         10004373263.69128     
   3.4541246934248232E-004    10004788498.84979         10004535936.74581     
   3.5107464485119696E-004    10004951455.04468         10004700969.29372     
   3.5673680453706037E-004    10005116646.08902         10004868585.59570     
   3.6239894814712900E-004    10005283976.55087         10005038949.19667     
   3.6806107541825702E-004    10005453333.67431         10005212034.55111     
   3.7372318609093776E-004    10005624564.18750         10005387855.43238     
   3.7938527991332710E-004    10005798027.63753         10005566484.72024     
   3.8504735662706568E-004    10005976998.87284         10005747957.08347     
   3.9070941597792121E-004    10006158279.86201         10005932390.59147     
   3.9637145771429639E-004    10006341756.71677         10006119756.01394     
   4.0203348158554769E-004    10006527339.37227         10006309937.40846     
   4.0769548734172017E-004    10006714897.28656         10006502839.44344     
   4.1335747473599107E-004    10006904261.17207         10006698423.04935     
   4.1901944352615875E-004    10007098280.51514         10006896701.15890     
   4.2468139347312214E-004    10007295629.46101         10007097671.48433     
   4.3034332433236410E-004    10007495231.79269         10007301330.43933     
   4.3600523585183302E-004    10007697004.23476         10007507693.27736     
   4.4166712777567684E-004    10007900829.59771         10007716781.77318     
   4.4732899984457685E-004    10008106543.27919         10007928587.43004     
   4.5299085179794946E-004    10008316792.14731         10008143085.22856     
   4.5865268338069582E-004    10008530263.32971         10008360265.20637     
   4.6431449434044316E-004    10008746009.47811         10008580123.24818     
   4.6997628441984091E-004    10008963944.25820         10008802646.59711     
   4.7563805335625872E-004    10009183943.40022         10009027829.77489     
   4.8129980088857516E-004    10009405928.90419         10009255669.31581     
   4.8696152675949963E-004    10009633019.73298         10009486141.65865     
   4.9256398939610390E-004    10009860055.63638         10009716765.63292     
